ReviewId,RecipeId,AuthorId,AuthorName,Review,DateSubmitted,DateModified
803,287,9145,mike reed,"i had the privelage of dodging the draft in brasil when i was a young man.  I loved the food, the people and the language.

my only regret with your recipe was the use of turkey sausages.............i just couldn't get behind it.

maybe i'll try again soon.
 muito obrigado.......

mike",05/07/2001 17:24:30,05/07/2001 17:24:30
810,129,9211,cmsnovi,We made this for a bridal shower and garnished it with a gingerale ring with strawberries and lemon/lime slices.  It was refreshing and looked pretty as well.,05/10/2001 16:23:08,05/10/2001 16:23:08
819,1246,9082,Rain8554,i only made the sauce for this recipe but it was quite tasty! Very simple and easy to make,05/10/2001 16:23:09,05/10/2001 16:23:09
824,1460,9209,Andy Rice,Great recipe! Awesome taste!!!,05/13/2001 23:55:25,05/13/2001 23:55:25
826,190,7961,Chris Williams,"My only comment would be that it looks is if I should have kept out the 1st patch of  meat cooked and used the remainder to simmer for 2 hours because if I used all the meat I did not have anything to bring to a boil it was to dry.
just my thoughts.",05/14/2001 20:25:52,05/14/2001 20:25:52
845,1442,9441,Lisa Sorrell,"YUMMM!  Growing up in a Dutch family in Mid-Michigan (yes, I also have family in Holland, MI), this recipe brings back memories of my childhood!  Thanks for reminding me how good they are!",05/16/2001 16:27:14,05/16/2001 16:27:14
848,526,9468,Nicole Huddleston,"The first batch I made I poured out and had a clump at the bottom, which I discovered to be the pectin. But it tasted great! The second batch I mixed better to get the pectin in, and didn't like it near as well. I will be making mine in the future without the pectin. I also added about a teaspoon or so of Irish Cream syrup which was marvelous!
This is a very easy recipe if you have an easy espresso maker.",05/16/2001 16:26:27,05/16/2001 16:26:27
868,44,9816,Kathy Jester,It is a great meal I put it with noodles and it is nice and creamy and a good taste as well. It was easy to make. All you need is a picture of it to go with it.,05/21/2001 16:35:49,05/21/2001 16:35:49
882,476,10068,Chasity Collins,"I made this recipe at school and all of my friends and teachers loved it, but iam not sure how many servings it makes, but it sure is good",05/24/2001 14:50:39,05/24/2001 14:50:39
893,481,7515,Diane Fouts,I made this for Mother's Day dinner.  It was a big hit!,05/25/2001 03:38:00,05/25/2001 03:38:00
918,659,6702,Jennifer Michele,"Really yummy! I only had Pear Cider on hand, but it was lovely and grilled divinely :)",05/25/2001 15:33:14,05/25/2001 15:33:14
924,721,8629,Marie Nixon,This was easy to put together and tasted good. It is a small casserole.,05/26/2001 22:38:45,05/26/2001 22:38:45
925,677,10227,Norma Taylor,The revipe was pretty easy.It took a while but it isnt complicated. The dish was delicious I ate too much.I suggest a sweet mellow smooth wine.,05/26/2001 22:38:45,05/26/2001 22:38:45
935,619,10271,Mark O.,Very easy and quick to make. The only thing I changed was to add the green onion after the eggs formed. I give it five stars.  :o),05/29/2001 22:36:24,05/29/2001 22:36:24
939,686,3288,TishT,A little bland.  I'm not sure what it needs but something was missing in the blending of tastes.,05/29/2001 22:36:25,05/29/2001 22:36:25
955,517,5285,Michael Dahlquist,"Oh, this was yummy. I screwed up the recipe like mad - parsley in the stuffing rather than in the meat, and forgot to buy oats so I used bread crumbs & ground walnuts instead. I smothered a slice in skordalia, took a bite and kinda jumped in my seat. I'm not giving it five stars because that would seem a little absurd, but it sure is yummy.",05/30/2001 19:05:32,05/30/2001 19:05:32
964,400,10291,Gina Lukhart,"As a German National, growing up in the birthplace of Spaetzle in the Swabian community, having had Spaetzle twice a week since I can remember, I have to tell you that Spaetzle are not made with milk. You just use water. In the old days Spaetzles dough was made thinner and put on a cuttingboard then scraped into boiling water. It only takes a couple of minutes..less then 5, for Spaetzle to be done. I actually have a spaetzlesmachine where you fill in the dough and it comes out looking like spagetti, but you stir them up and they break a little, cookingtime is 2 minutes...once they boil take them out. Spaetzlesmachine is much like a potatoricer, there are places on the web where you can buy those. Thats authentic Spaetzle. Sometimes my Mom just made Spaetzle, browned some onions in butter and put them over the spaetzle, serve with a fresh green salad and you got a complete meal.",05/30/2001 19:26:29,05/30/2001 19:26:29
967,83,5999,madaline austin,Why are there brussle sprouts in the breakfast catigory?  You must have amazing kids if this will go over at 7 am!,05/30/2001 23:43:12,05/30/2001 23:43:12
971,1128,10314,Mel12730,"Very flavorful and different(in a good way).  I added almost 2x as much spices and it was wonderful.  I will definetly make it again.
                                   Mel",05/31/2001 21:50:48,05/31/2001 21:50:48
1026,480,10534,Debbie Fortier,"The second time I made this I deglazed only once, using balsmic vinegar and and the red wine. I saved adding the basil for right before serving.  The basil was more aromatic and gave much more favor than cooking it. Everyone served wanted the recipe! Its a saver now.",06/04/2001 17:25:26,06/04/2001 17:25:26
1040,677,10325,Toni Ellis,"This recipe has a great taste. Mine didn't quite stand up like lasagna though. I am going to try this as a casserole with bow tie or spiral noodles and mushrooms instead of olives.

I will try to make the lasagna stand up next time I use this recipe.",06/04/2001 17:25:27,06/04/2001 17:25:27
1041,1809,7503,Beverly Carson,Wow !!!  This was great.  I have been looking for a recipe that tasted like a quiche I had many years ago....I think i finally found it.  Great crowd pleaser for dinner. My compliments to the chef!!!,06/04/2001 17:25:27,06/04/2001 17:25:27
1061,476,6357,Charishma_Ramchanda,Yum Yum!! Fanta-fabulous!,06/05/2001 15:24:24,06/05/2001 15:24:24
1069,1807,4398,Phillips Steve,"Very good Kung Pao,  if you have the time to prep everything in advance, even better.  This is a must try if you like wok cooking.
Steve",06/05/2001 15:24:25,06/05/2001 15:24:25
1080,280,10664,Lyuda Tiurina,My spanish girl-friend gave me this receipe. We like it cold and warm (especially) and with a cup of milk.,06/06/2001 21:00:06,06/06/2001 21:00:06
1083,100,10701,GEEJAY 2,was a bit fiddley but good. I used Wild Turkey bourbon instead & added a few rasins.,06/06/2001 21:00:07,06/06/2001 21:00:07
1124,280,10878,Joan Hartman,"I've made similar recipes in the past and I think it should be understood how long it takes to cook the potatoes and onions in oil.  I figured at least a 1/2 hour, if not more time.  The recipe is very authentic though, and I usually make it with one less potato. The suggestion to have some oil in the pan before you pour the eggs is VERY important.  Thanks for the recipe!",06/11/2001 16:33:45,06/11/2001 16:33:45
1125,142,10881,Twyla Birkbeck,"This cake was moist and tasty and stayed that way until all gone 2 days later. My non-cake liking husband gave it a ""4""! It was easy to make - my 6yr old and I used the full amount of almond extract and crumbled the toasted almonds by hand.  It's a great recipe for turning the ""yuck"" bananas into something yummy.",06/11/2001 16:33:45,06/11/2001 16:33:45
1141,1878,10808,Jean Sheehan,"This is one of our family favourite ""onion"" chutneys which goes well only with tomato pilaf or coconut rice. It is also known as ""Hellflame""
or ""Devil Chutney""

1 medium onion
1 tsp  chillie powder
2 tsps  sugar
pinch  salt
1 tabsp lemon juice

In a liquidiser grind all ingredients to a smooth sauce. If too sweet adjust by adding more chillie powder. If too hot, add a bit more sugar. How easy  is that!
Another version of the above is to use only 1 tsp sugar and add 2 tsps sultanas. This makes it a thicker and darker sauce. Enjoy!
sultanas",06/11/2001 16:45:36,06/11/2001 16:45:36
1192,1823,6220,Chief Jack,Darn Good!!,06/14/2001 14:58:20,06/14/2001 14:58:20
1193,2086,11053,dragonshadow,Thank you Thank you! I have been looking for this recipe for a while.  It's great!  I'm making batch of it for my father for Fathers Day,06/14/2001 14:57:09,06/14/2001 14:57:09
1206,436,9244,Myrna,"This is an excellant dessert and quite a change from traditional blueberry pie. If you like cold desserts, you'll love this. I added a little more corn starch to thicken it up. Otherwise, its a little liquidy.",06/15/2001 16:36:27,06/15/2001 16:36:27
1228,1600,11119,Angela,"Yummy with a cup of tea, or in the kids lunchbox.",06/18/2001 21:49:15,06/18/2001 21:49:15
1243,201,3505,John in SF,"Delicious!  Somewhat of a surprise, as I was not sure how the citrus would react with the Halibut.  Try it with a wild rice recipe or rice pilaf.",06/19/2001 22:28:53,06/19/2001 22:28:53
1249,155,10380,p malley,I made this recipe with plain soy yogurt instead of sour cream and vegetable broth in the place of the chicken broth (vegetarian style) it was very very delicious!!!!!!!!!!,06/20/2001 17:11:35,06/20/2001 17:11:35
1268,506,11561,Peggi Davis,My family loves this meal! It is fairly easy and doesn't take too long to prepare. I have a large family and it is MORE than enough for the 9 of us!,06/25/2001 16:22:06,06/25/2001 16:22:06
1287,444,11119,Angela,"These were really good.  I substituted the Just Right for a cheaper cereal and they turned out great.  Just be careful with the measurements though, because they really are moist.",06/25/2001 16:22:06,06/25/2001 16:22:06
1311,566,11735,Cynde,"This is an excellent recipe because there aren''t many ingredients and it''s fast to make.  I never liked feta cheese but now I''m a big fan.  I eat the salad with hummus and pita bread, what an unbelievable tasty blend!  Yummmm.",06/26/2001 00:10:37,06/26/2001 00:10:37
1315,580,11297,Jen T,Easy and tasty.  Really made my steak special.  Thanks Doreen.,06/25/2001 16:22:07,06/25/2001 16:22:07
1338,566,11797,Nancy,"It was pretty good, I thought it was missing something so I added about 1/2 teas of grated parm cheese.",06/27/2001 17:50:26,06/27/2001 17:50:26
1383,324,4470,Bergy,Excellent recipe!  I couldn't find any muenster cheese so I used aged gouda and it was very tasty.,07/02/2001 22:36:10,07/02/2001 22:36:10
1388,1451,11835,maureen hansen,This is not a barbecue recipe for pork chops as stated in title of same.,07/02/2001 22:38:26,07/02/2001 22:38:26
1390,2032,11044,jean1490,I made this on a rainy day when we couln't barbecue.  I used 1 pound of chicken and the amount of sauce was perfect.  The sauce itself was spicy and sweet. I used ketchup and added 2 tablespoons of tomato paste.,07/05/2001 16:36:14,07/05/2001 16:36:14
1391,1155,10896,A.M. Collins,I tried it for a picnic on sunday and it was gone in a half an hour.,07/05/2001 16:36:14,07/05/2001 16:36:14
1392,648,10896,A.M. Collins,"This is excellant, I'm always looking for fresh salads in the summer months. Yum!",07/05/2001 16:36:14,07/05/2001 16:36:14
1503,541,12352,H. Cato,"My father made a variation of this recipe.  He simply boiled the meatballs in the chili sauce/grape jelly mixture.  The meatballs consisted of salt abd beef...period.  I thought I could make them better, and richer.  So, I made my meatballs (sometimes making them like normal meatballs, with breadcrumbs, etc., and sometimes just seasoning the beef, and rolling it into balls), and baked them uncovered in the oven.  I drain whatever oil is there, if any, cover with the pre-made sauce (simmered while the meatballs bake), and bake for another 30 minutes or so, to bake the sauce on.  One other variation of mine, is lemon pepper added to the meatballs, and to the sauce.  If I am out, I will just use lemon juice.  The lemon pepper (or juice) adds a great taste to them!",07/09/2001 16:33:51,07/09/2001 16:33:51
1526,481,9903,Elsa Shanahan,"After doing a comparison, my family and I both agree that this recipe came out even better than Olive Garden's!
P.S.
If you use Campbell's Beef Broth it comes out the best!",07/10/2001 18:11:58,07/10/2001 18:11:58
1528,1320,12250,Jennifer Schultz,I did not have soy sauce so I used teriyaki sauce and this was wonderful!  I used it on a steak I later grilled and then on chicken breasts I panfried.  Both tasted great!,07/10/2001 18:11:58,07/10/2001 18:11:58
1554,541,12537,Dee Grisham,"This sauce works great with little smokies and is quick and easy to make the morning of a ""feed"" day at work. Just put it all in a crock pot and plug it in. By lunch, it's a big hit.",07/12/2001 17:29:08,07/12/2001 17:29:08
